GR fed_fis fed_mofs anova no_fs
0 0.6984951655069987 0.6384977340698242 0.839396858215332 0.817315419514974
1 0.5871061325073242 0.48939549128214516 0.6500381469726563 0.5827372233072917
2 0.4814697583516439 0.44504289627075194 0.5354023615519206 0.46427952448527016
3 0.40877965291341145 0.42350734074910484 0.46952085494995116 0.39854338963826497
4 0.36488815943400066 0.41160446802775064 0.4342040697733561 0.3637500445048014
5 0.3416662534077962 0.4103722890218099 0.42078994115193685 0.3441650708516439
6 0.3312930742899577 0.4096297899881999 0.4144126892089844 0.3370701789855957
7 0.3262542406717936 0.40520232518514 0.4109382629394531 0.32903404235839845
8 0.32916313807169595 0.40242799123128253 0.40909353892008465 0.3284099578857422
9 0.3352383613586426 0.40474815368652345 0.4132137616475423 0.3276602427164714
10 0.34369099934895836 0.40664033889770507 0.4152862548828125 0.33298590977986653
11 0.3466285387674967 0.404349676767985 0.4156243960062663 0.330950927734375
12 0.35530131657918296 0.4023622194925944 0.4150973320007324 0.33442242940266925
13 0.3627089182535807 0.40520572662353516 0.4190286000569661 0.3358997662862142
14 0.37088276545206705 0.4082091649373372 0.42005186080932616 0.3424902280171712
15 0.37241462071736653 0.4057186126708984 0.4201318105061849 0.3413605054219564
16 0.38075097401936847 0.4033742586771647 0.4181502342224121 0.34570706685384117
17 0.385004456837972 0.4066694895426432 0.42002690633138023 0.34674285252889
18 0.3918424288431803 0.40937554041544594 0.4199861208597819 0.3529041290283203
19 0.3908513069152832 0.40652478535970055 0.41844526926676434 0.350749937693278
20 0.3963019053141276 0.40457404454549156 0.4142914136250814 0.35379063288370766
21 0.39874906539916993 0.40749053955078124 0.4163952827453613 0.3539859771728516
22 0.4041566848754883 0.4101320584615072 0.41666507720947266 0.3604076067606608
23 0.40048532485961913 0.40772053400675456 0.41467981338500975 0.35766261418660483
24 0.4056408882141113 0.4052944501241048 0.4113295555114746 0.36026824315389
25 0.40670715967814125 0.40805692672729493 0.4132799466451009 0.36021833419799804
26 0.4099414825439453 0.4112425168355306 0.41269493103027344 0.3653857231140137
27 0.4055355072021484 0.4082889238993327 0.41076482137044273 0.3616121927897135
28 0.40958903630574545 0.4055834134419759 0.406963316599528 0.362746524810791
29 0.40782747268676756 0.40882142384847003 0.4078351020812988 0.36140092213948566
30 0.4097764015197754 0.4116552988688151 0.4070911725362142 0.36528536478678386
31 0.40450881322224935 0.40844443639119465 0.4042518615722656 0.3603830655415853
32 0.40658114751180013 0.4061945597330729 0.3996967633565267 0.3608725547790527
33 0.4042009989420573 0.4090229352315267 0.40089356104532875 0.35840511322021484
34 0.40630439122517903 0.41170787811279297 0.3995062828063965 0.3624367078145345
