GR,fed_fis,fed_mofs,anova,no_fs
0,0.6981836492365057,0.7522048950195312,0.7122049505060369,0.6835513721812855
1,0.6890621532093395,0.7076198231090199,0.6933603460138494,0.695660400390625
2,0.6890854575417259,0.6998052423650568,0.6870114413174716,0.6909033341841264
3,0.6896137584339489,0.6992071671919389,0.6869124672629616,0.686157920143821
4,0.6993350635875355,0.7114818919788707,0.7007265264337713,0.7030473188920454
5,0.6943636113947088,0.7059940684925426,0.6947839216752486,0.702244082364169
6,0.6898679559881037,0.6999861283735795,0.688991962779652,0.6907930547540838
7,0.6898591475053267,0.6991598649458451,0.6885317715731534,0.688038496537642
8,0.702632626620206,0.7147288235751066,0.7040940024636009,0.7077906521883878
9,0.6947662353515625,0.7051259127530185,0.6946130925958807,0.6965281399813565
10,0.6915928233753551,0.7000219865278764,0.6900784579190341,0.6897197376598011
11,0.6925897771661932,0.7004457647150213,0.6914895491166548,0.6898735046386719
12,0.7015131863680752,0.7122405312278054,0.7013189835981889,0.7051947160200639
13,0.6939892161976208,0.7026456659490412,0.693071122602983,0.6940360329367897
14,0.690487324107777,0.6999909834428267,0.6914210926402699,0.6888798106800426
15,0.6937621376731179,0.7019496570933949,0.6938588229092685,0.6896999705921519
16,0.6982813054865057,0.7068102749911221,0.6971889149058949,0.6982577237215909
17,0.6958856062455611,0.703369834206321,0.6945729342373934,0.6967321916060014
18,0.6932178150523792,0.7003825794566761,0.6926544189453125,0.689771201393821
19,0.6972506436434659,0.7039060419256037,0.6966095664284446,0.6917649009011009
20,0.6991287925026634,0.7068891351873224,0.6978010004216975,0.6993718233975497
21,0.6965984691273083,0.7032967307350853,0.6953299088911576,0.6962815024636009
22,0.6949677207253196,0.7013216192072088,0.6945960304953835,0.6926234158602628
23,0.7016869284889915,0.7086910594593395,0.7002198652787642,0.699542236328125
24,0.7001218622381037,0.7069459394975142,0.6981631885875356,0.6991522355513139
25,0.6956952875310725,0.7023239135742188,0.6954306862571022,0.6951411160555753
26,0.6950822310014204,0.7015848333185369,0.6952343333851208,0.6917675365101207
27,0.7024030512029474,0.708296064897017,0.7005199779163708,0.6993743896484375
28,0.7008334766734731,0.7067098444158381,0.6985952203924005,0.6991005637428978
29,0.6963781183416193,0.7022940895774148,0.6958993391557173,0.6937776045365767
30,0.6964216058904474,0.7021886652166193,0.6963181929154829,0.6923157431862571
31,0.7075164794921875,0.7124100425026634,0.7044274763627486,0.7058837890625
32,0.7026501048694958,0.7070946433327415,0.6996767911044034,0.7021861683238636
33,0.6963899092240767,0.7023517261851918,0.6964922124689276,0.6933563232421875
34,0.6963543285023083,0.7017811168323863,0.695431171764027,0.6919849742542613
35,0.710832353071733,0.7145923961292614,0.7069139653986151,0.711029746315696
36,0.7020926735617897,0.7061260570179332,0.6993634310635654,0.7005654074928978
37,0.6966470198197798,0.7020448164506392,0.6959870771928267,0.6939498207785867
38,0.6974048267711292,0.7025518243963068,0.6961875221946022,0.6924720070578835
39,0.7096405029296875,0.7121813687411221,0.7058089516379616,0.7093043240633878
40,0.7005787936123935,0.7038183732466264,0.697521279074929,0.6969809792258522
41,0.6977035522460937,0.7015945434570312,0.6959841641512784,0.6924801913174716
42,0.6992932406338779,0.7036480296741833,0.6982519669966264,0.6936298023570667
43,0.7045177806507458,0.7074088356711647,0.7015943353826349,0.700349218195135
44,0.7014048489657315,0.7042450644753196,0.6987790888006037,0.6989218278364702
45,0.6969404047185724,0.7016732649369674,0.6964978998357599,0.6926456104625355
46,0.7020395452325995,0.7051386746493253,0.7000384937633167,0.6943814364346591
47,0.7051069779829545,0.7072167136452415,0.7018645546653054,0.7006412159312855
48,0.7003110712224787,0.7039433566006748,0.6984869523481889,0.6971927989612926
49,0.6962194269353693,0.7023572748357599,0.697330058704723,0.6928649208762429
50,0.7043317621404475,0.7089621110395952,0.7036001725630326,0.6985625527121804
51,0.7036202170632102,0.7069716020063921,0.7018130215731534,0.7014502785422585
52,0.6985273187810724,0.7029362765225498,0.6980428522283381,0.6965974287553267
53,0.696079531582919,0.7023687189275568,0.6971296137029475,0.6926990162242542
54,0.7054298400878907,0.7084717490456321,0.7034708196466619,0.6963779102672231
55,0.7042998573996804,0.7066993019797585,0.701871767911044,0.6990190679376775
56,0.6995616566051136,0.7027193242853338,0.697801347212358,0.6945449135520242
57,0.6987274169921875,0.7027327104048295,0.6979943015358665,0.6931900717995384
58,0.7135253212668679,0.7119775945490057,0.7074542652476917,0.7046670393510298
59,0.7081982699307529,0.7068728360262784,0.7024205988103693,0.7041899247602983
60,0.6998892350630327,0.7026345686479049,0.6976400895552202,0.6939783269708807
61,0.6974822998046875,0.7022004560990767,0.696958437832919,0.6933831648393111
62,0.7188630537553267,0.7138783541592685,0.7101995988325639,0.714503964510831
63,0.7071478410200639,0.7059763821688565,0.7017122442072088,0.7009476401589133
64,0.698883750221946,0.7022600347345526,0.6969272266734731,0.6928079084916549
65,0.6977220015092329,0.7028169805353338,0.697805439342152,0.6923536820845171
66,0.7152148853648793,0.7116738059303978,0.7083684054287998,0.7136383750221946
67,0.7027878501198509,0.7037836248224432,0.6990310668945312,0.6977448203346946
68,0.6966719193892046,0.7017186251553622,0.696536601673473,0.6915152116255326
69,0.6986615267666904,0.7037534540349787,0.6984815424138849,0.6925252741033381
70,0.7071991660378196,0.7071952126242897,0.7028603293678978,0.6972085432572799
71,0.7049828962846236,0.704134091463956,0.6994822415438565,0.6978686246004971
72,0.697968847101385,0.701710371537642,0.6963380293412642,0.6915116050026634
73,0.7012971357865767,0.7050962274724787,0.7002098777077415,0.6921425559303978
74,0.7073794971812856,0.7069836703213779,0.7028708718039772,0.6966985529119318
75,0.7039785211736506,0.7037892428311434,0.6988150163130327,0.6962819186123934
76,0.6983661304820667,0.7023285605690696,0.6968306801535866,0.6910491249778054
77,0.7087703358043324,0.70867788141424,0.7040128534490412,0.6937020041725852
78,0.709926327792081,0.7067122719504616,0.7030695134943182,0.6978438637473366
79,0.7013463800603693,0.7027966586026279,0.6979313937100498,0.6939070268110795
80,0.6985238508744673,0.7022929798473011,0.6967433582652699,0.6910347678444603
81,0.7073198491876775,0.7081485401500355,0.7035774924538353,0.6914742209694602
82,0.7086175398393111,0.7064721540971236,0.7019383517178622,0.6946668451482599
83,0.7011566855690696,0.7025729786265981,0.6975209322842685,0.693119326504794
84,0.6993804238059304,0.7026175759055397,0.6975016507235441,0.6906861045143821
85,0.7173017328435725,0.7115500016645951,0.7081479852849787,0.7013418717817826
86,0.7122607838023792,0.7065959583629261,0.7031302712180397,0.7025579279119318
87,0.7020550814541904,0.7024527116255327,0.6973059220747514,0.6916296525435014
88,0.6967066678133877,0.7020543878728693,0.6959359602494674,0.6934040416370738
89,0.725931132923473,0.7136306069113991,0.7113974137739701,0.7165580055930397
90,0.7095944491299716,0.7057776711203835,0.7017006613991478,0.6974721041592684
91,0.6992290843616832,0.7020564686168324,0.6961774652654474,0.6894690080122514
92,0.6979941628196022,0.7025923295454546,0.6964603077281605,0.6899735884232955
93,0.7231579173694958,0.7114701010964134,0.7091264898126776,0.7171730735085228
94,0.705426025390625,0.7035601529208096,0.6980139992453835,0.6941847367720171
95,0.6987512068314986,0.7014670632102272,0.6952359286221591,0.6880254572088068
96,0.6983080083673651,0.7034625660289417,0.6972787336869674,0.6898183649236506
97,0.7070689808238636,0.7070455377752131,0.7016982338645241,0.6911461570046165
98,0.706043867631392,0.7038823214444248,0.6988318009810014,0.6944788152521307
99,0.6982497475363991,0.7014405684037642,0.6949739629572088,0.6879958412863991
100,0.7035603609952059,0.7047692732377486,0.699192324551669,0.6880715803666548
101,0.7100052573464134,0.7068471735174006,0.7025428078391335,0.6903451399369673
102,0.7069175720214844,0.7035431601784446,0.6980202414772727,0.6926102378151634
103,0.6997093894264915,0.7020638205788352,0.6954761158336292,0.6869441639293324
104,0.7087923223322088,0.7083775607022372,0.7027368718927557,0.68824462890625
105,0.7119046297940341,0.7065938776189631,0.7030007795854049,0.6911462263627486
106,0.7046057961203835,0.7025022333318537,0.6964909640225497,0.6905722878196022
107,0.6988059997558593,0.7019988320090554,0.6950502569025213,0.6867041847922585
108,0.7031638405539773,0.7077350269664417,0.7024574973366478,0.6871826171875
109,0.7068262273615057,0.7062628312544389,0.7013890353116122,0.6878706498579545
110,0.7032845930619673,0.7022116227583451,0.6958792252974076,0.689485653963956
111,0.7008271650834517,0.7022421403364701,0.6956037347966975,0.6859651045365767
112,0.7202811501242897,0.7112649397416548,0.7081533952192827,0.6946334145285866
113,0.7165790211070667,0.7063556324351917,0.7029841336337003,0.6979152332652699
114,0.7025731867009943,0.7020115245472301,0.695497686212713,0.6866462707519532
115,0.6966607527299361,0.7016288757324218,0.6943511962890625,0.6914859424937855
116,0.7356622869318182,0.7136021700772373,0.7122249950062145,0.7196359807794744
117,0.7121024391867897,0.7055211153897372,0.7012634970925071,0.6903970198197799
118,0.6987648703835228,0.701564511385831,0.6951218344948509,0.6842418323863636
119,0.6977406588467685,0.7020554282448509,0.6954022494229404,0.6860334916548295
120,0.7317289179021662,0.7113931135697799,0.7095365350896662,0.721476884321733
121,0.7078751303932883,0.7031722328879616,0.6973512129350142,0.6874721873890269
122,0.6979069102894176,0.7009191339666193,0.6937248229980468,0.6824951171875
123,0.6980220447887074,0.7028103915127841,0.6956975069912997,0.6852375377308239
124,0.7072520862926136,0.7067641518332741,0.7009373751553623,0.683148886940696
125,0.7088483637029475,0.7033511768687856,0.6974807045676491,0.6876982948996804
126,0.6971852389248935,0.7008153048428623,0.6930083534934304,0.6833066766912287
127,0.7028825239701705,0.7040477405894886,0.6968197215687145,0.6822250366210938
128,0.707965087890625,0.7064292214133523,0.7010604858398437,0.6822243430397728
129,0.7083775607022372,0.7029338489879261,0.6965258511629971,0.6852646567604759
130,0.6997175043279474,0.7014509721235795,0.6935872858220881,0.6807771856134588
131,0.7072206670587713,0.7077753933993253,0.7012734153053978,0.6812588778409091
132,0.7111487648703835,0.7062006170099432,0.7017505992542613,0.6830370816317471
133,0.7061102433638139,0.7018341758034446,0.6953486355868252,0.6837830283425071
134,0.6989655234596946,0.7013863997025923,0.6933500810102983,0.6805348482998934
135,0.7018634449351918,0.7069827686656606,0.7003439469770951,0.6829739657315341
136,0.7076304349032315,0.7058529246937145,0.7001645174893466,0.6801321549849076
137,0.7061003945090554,0.7015494606711647,0.6941486011851917,0.6830854242498224
138,0.7008132240988991,0.7016215931285511,0.6935819452459162,0.6798921758478338
139,0.7205304926091974,0.7108820828524502,0.7075739080255682,0.6879127502441407
140,0.7195221640846946,0.7060136968439276,0.7029067993164062,0.6904117237437856
141,0.7047368136319248,0.7013843883167613,0.6937124772505326,0.6800980307839134
142,0.6972964200106534,0.7010724154385654,0.6927662936123935,0.6881613991477272
143,0.7447100552645597,0.7135111028497869,0.7125385631214488,0.7239393754438921
144,0.7148422934792259,0.7051890980113636,0.7010098544034091,0.6821085149591619
145,0.6999452070756392,0.7009888388893821,0.6929389953613281,0.6783158735795455
146,0.6984114907004616,0.7014844027432529,0.6928486217151989,0.6814966375177557
147,0.7417766917835582,0.7113449096679687,0.7092930880459872,0.7292321638627486
148,0.711010048606179,0.7027501886541193,0.6947463295676491,0.6801973516290838
149,0.6990534002130682,0.7004470825195312,0.6916344382546165,0.6769959883256392
150,0.6983944979580966,0.7021998318758877,0.6935876326127486,0.6814487804066051
151,0.7074093211780895,0.7065315940163353,0.6990527066317471,0.676531288840554
152,0.7117091785777699,0.7029471657492897,0.695919453014027,0.6816334117542614
